Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Matches,League
395,Xherdan Shaqiri,ch SUI,FW,Liverpool,27,1991,6,2,174.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.52,0.52,0.52,0.5,0.5,0.2,0.24,0.08,0.32,0.24,0.32,Matches,epl
396,Billy Sharp,eng ENG,FW,Sheffield Utd,33,1986,17,5,594.0,2.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,0.3,0.3,0.3,1.5,1.5,1.2,0.22,0.19,0.41,0.22,0.41,Matches,epl
397,Luke Shaw,eng ENG,DF,Manchester Utd,24,1995,16,12,1055.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.03,0.04,0.07,0.03,0.07,Matches,epl
398,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,27,1992,16,15,1252.0,5.0,0.0,0.0,0.0,2.0,0.0,0.36,0.0,0.36,0.36,0.36,1.9,1.9,2.0,0.13,0.14,0.28,0.13,0.28,Matches,epl
399,Djibril SidibÃ©,fr FRA,DF,Everton,27,1992,19,16,1489.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.24,0.24,0.0,0.24,0.3,0.3,2.0,0.02,0.12,0.14,0.02,0.14,Matches,epl
400,Gylfi SigurÃ°sson,is ISL,MF,Everton,29,1989,24,21,1818.0,1.0,2.0,0.0,0.0,3.0,0.0,0.05,0.1,0.15,0.05,0.15,2.5,2.5,3.5,0.12,0.17,0.3,0.12,0.30,Matches,epl
401,Bernardo Silva,pt POR,"FW,MF",Manchester City,24,1994,23,16,1439.0,5.0,5.0,0.0,0.0,5.0,0.0,0.31,0.31,0.63,0.31,0.63,4.6,4.6,3.8,0.29,0.24,0.52,0.29,0.52,Matches,epl
402,David Silva,es ESP,MF,Manchester City,33,1986,19,16,1261.0,3.0,7.0,0.0,0.0,0.0,0.0,0.21,0.5,0.71,0.21,0.71,4.1,4.1,3.4,0.29,0.24,0.53,0.29,0.53,Matches,epl
403,Jack Simpson,eng ENG,DF,Bournemouth,22,1997,3,1,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,epl
404,Moussa Sissoko,fr FRA,MF,Tottenham,29,1989,20,19,1690.0,2.0,1.0,0.0,0.0,6.0,0.0,0.11,0.05,0.16,0.11,0.16,2.0,2.0,1.0,0.11,0.05,0.16,0.11,0.16,Matches,epl
405,Oliver Skipp,eng ENG,DF,Tottenham,18,2000,3,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
406,William Smallbone,ie IRL,MF,Southampton,19,2000,2,2,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.12,0.0,0.12,0.12,0.12,Matches,epl
407,Adam Smith,eng ENG,DF,Bournemouth,28,1991,17,17,1470.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.06,0.06,0.0,0.06,0.6,0.6,0.6,0.03,0.04,0.07,0.03,0.07,Matches,epl
408,Emile Smith-Rowe,eng ENG,MF,Arsenal,19,2000,2,1,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
409,Robert Snodgrass,sco SCO,"MF,FW",West Ham,31,1987,23,17,1511.0,5.0,5.0,0.0,0.0,4.0,0.0,0.3,0.3,0.6,0.3,0.6,2.5,2.5,2.8,0.15,0.17,0.32,0.15,0.32,Matches,epl
410,CÃ©dric Soares,pt POR,DF,Southampton,27,1991,16,16,1309.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,1.2,0.04,0.09,0.13,0.04,0.13,Matches,epl
411,Dominic Solanke,eng ENG,"FW,MF",Bournemouth,21,1997,23,12,1157.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.08,2.1,2.1,1.0,0.16,0.08,0.24,0.16,0.24,Matches,epl
412,TomÃ¡Å¡ SouÄek,cz CZE,MF,West Ham,24,1995,3,3,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.0,0.04,0.04,0.04,Matches,epl
413,ÃaÄlar SÃ¶yÃ¼ncÃ¼,tr TUR,DF,Leicester City,23,1996,27,27,2430.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.07,0.04,0.07,2.0,2.0,0.2,0.07,0.01,0.08,0.07,0.08,Matches,epl
414,Dennis Srbeny,de GER,"MF,FW",Norwich City,25,1994,8,0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,2.31,2.31,2.31,0.5,0.5,0.0,1.07,0.0,1.07,1.07,1.07,Matches,epl
415,Jack Stacey,eng ENG,DF,Bournemouth,23,1996,11,11,978.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,2.1,0.03,0.2,0.23,0.03,0.23,Matches,epl
416,Junior Stanislas,eng ENG,"MF,FW",Bournemouth,29,1989,5,1,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.09,0.05,0.14,0.09,0.14,Matches,epl
417,Jed Steer,eng ENG,GK,Aston Villa,26,1992,1,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
418,Dale Stephens,eng ENG,MF,Brighton,30,1989,23,22,1943.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,0.7,0.02,0.03,0.06,0.02,0.06,Matches,epl
419,Jack Stephens,eng ENG,DF,Southampton,25,1994,20,19,1738.0,1.0,3.0,0.0,0.0,2.0,0.0,0.05,0.16,0.21,0.05,0.21,0.8,0.8,0.8,0.04,0.04,0.09,0.04,0.09,Matches,epl
420,Raheem Sterling,eng ENG,FW,Manchester City,24,1994,23,22,1934.0,11.0,1.0,0.0,1.0,5.0,0.0,0.51,0.05,0.56,0.51,0.56,10.8,9.8,5.8,0.5,0.27,0.77,0.46,0.73,Matches,epl
421,Enda Stevens,ie IRL,DF,Sheffield Utd,29,1990,27,27,2385.0,2.0,2.0,0.0,0.0,5.0,0.0,0.08,0.08,0.15,0.08,0.15,0.8,0.8,3.5,0.03,0.13,0.16,0.03,0.16,Matches,epl
422,Marco Stiepermann,de GER,MF,Norwich City,28,1991,19,11,938.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.15,0.04,0.19,0.15,0.19,Matches,epl
423,John Stones,eng ENG,DF,Manchester City,25,1994,12,10,905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,Matches,epl
424,Isaac Success,ng NGA,"FW,MF",Watford,23,1996,5,0,65.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.18,0.28,0.1,0.28,Matches,epl
425,Ki Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,3,1,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.05,0.0,0.05,Matches,epl
426,Andrew Surman,eng ENG,MF,Bournemouth,32,1986,5,2,234.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,epl
427,Sam Surridge,eng ENG,FW,Bournemouth,21,1998,1,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
428,Japhet Tanganga,eng ENG,DF,Tottenham,20,1999,4,4,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,epl
429,Matt Targett,eng ENG,DF,Aston Villa,23,1995,19,19,1601.0,1.0,2.0,0.0,0.0,3.0,0.0,0.06,0.11,0.17,0.06,0.17,0.4,0.4,2.5,0.02,0.14,0.17,0.02,0.17,Matches,epl
430,James Tarkowski,eng ENG,DF,Burnley,26,1992,28,28,2520.0,1.0,1.0,0.0,0.0,7.0,0.0,0.04,0.04,0.07,0.04,0.07,1.6,1.6,1.1,0.06,0.04,0.09,0.06,0.09,Matches,epl
431,Charlie Taylor,eng ENG,DF,Burnley,25,1993,16,14,1286.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.06,0.07,0.0,0.07,Matches,epl
432,Neil Taylor,wal WAL,DF,Aston Villa,30,1989,10,8,793.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.02,0.01,0.03,0.02,0.03,Matches,epl
433,Alexander Tettey,no NOR,"MF,DF",Norwich City,33,1986,22,20,1725.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,0.7,0.7,0.8,0.03,0.04,0.07,0.03,0.07,Matches,epl
434,Youri Tielemans,be BEL,MF,Leicester City,22,1997,27,24,2140.0,3.0,5.0,0.0,0.0,1.0,0.0,0.13,0.21,0.34,0.13,0.34,2.4,2.4,4.0,0.1,0.17,0.27,0.1,0.27,Matches,epl
435,Kieran Tierney,sco SCO,DF,Arsenal,22,1997,5,4,299.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.02,0.16,0.19,0.02,0.19,Matches,epl
436,James Tomkins,eng ENG,DF,Crystal Palace,30,1989,18,18,1584.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.06,0.11,0.06,0.11,1.3,1.3,0.1,0.07,0.01,0.08,0.07,0.08,Matches,epl
437,Fikayo Tomori,eng ENG,DF,Chelsea,21,1997,15,15,1293.0,1.0,0.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,0.6,0.6,0.2,0.04,0.01,0.05,0.04,0.05,Matches,epl
438,Lucas Torreira,uy URU,MF,Arsenal,23,1996,24,15,1371.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.07,0.13,0.07,0.13,1.6,1.6,1.1,0.1,0.07,0.17,0.1,0.17,Matches,epl
439,Cenk Tosun,tr TUR,FW,Everton,28,1991,5,2,290.0,1.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,0.8,0.8,0.1,0.24,0.04,0.28,0.24,0.28,Matches,epl
440,Cenk Tosun,tr TUR,FW,Crystal Palace,28,1991,5,2,176.0,1.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.51,0.51,0.51,0.8,0.8,0.0,0.4,0.0,0.4,0.4,0.40,Matches,epl
441,Andros Townsend,eng ENG,MF,Crystal Palace,28,1991,15,9,795.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.23,0.11,0.23,0.2,0.2,1.2,0.02,0.14,0.16,0.02,0.16,Matches,epl
442,Adama TraorÃ©,es ESP,"FW,DF",Wolves,23,1996,26,21,1973.0,4.0,7.0,0.0,0.0,0.0,0.0,0.18,0.32,0.5,0.18,0.5,2.2,2.2,5.5,0.1,0.25,0.35,0.1,0.35,Matches,epl
443,Mark Travers,ie IRL,GK,Bournemouth,20,1999,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
444,TrÃ©zÃ©guet,eg EGY,"FW,MF",Aston Villa,24,1994,24,13,1324.0,3.0,1.0,0.0,0.0,4.0,1.0,0.2,0.07,0.27,0.2,0.27,2.8,2.8,0.7,0.19,0.05,0.24,0.19,0.24,Matches,epl
445,Leandro Trossard,be BEL,"FW,MF",Brighton,24,1994,22,15,1362.0,3.0,3.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.4,2.6,2.6,3.1,0.17,0.2,0.37,0.17,0.37,Matches,epl
446,Tom Trybull,de GER,MF,Norwich City,26,1993,14,12,1029.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.04,0.0,0.04,0.04,0.04,Matches,epl
447,Axel Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,5,2,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
448,Yan Valery,fr FRA,DF,Southampton,20,1999,8,7,558.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.7,0.04,0.12,0.16,0.04,0.16,Matches,epl
449,JesÃºs Vallejo,es ESP,DF,Wolves,22,1997,2,1,162.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
450,Jamie Vardy,eng ENG,FW,Leicester City,32,1987,25,25,2193.0,17.0,4.0,3.0,4.0,2.0,0.0,0.7,0.16,0.86,0.57,0.74,13.4,10.3,3.4,0.55,0.14,0.69,0.42,0.56,Matches,epl
451,Indiana Vassilev,us USA,FW,Aston Villa,18,2001,2,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
452,Jan Vertonghen,be BEL,DF,Tottenham,32,1987,18,17,1454.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.06,0.12,0.06,0.12,0.4,0.4,0.9,0.02,0.05,0.08,0.02,0.08,Matches,epl
453,Jannik Vestergaard,dk DEN,DF,Southampton,26,1992,14,13,1136.0,1.0,0.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,0.8,0.8,0.1,0.06,0.01,0.07,0.06,0.07,Matches,epl
454,RÃºben Vinagre,pt POR,DF,Wolves,20,1999,11,3,348.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.11,0.15,0.26,0.11,0.26,Matches,epl
455,Mario VranÄiÄ,ba BIH,MF,Norwich City,30,1989,11,4,355.0,1.0,0.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,0.8,0.8,0.3,0.2,0.08,0.28,0.2,0.28,Matches,epl
456,MatÄj Vydra,cz CZE,FW,Burnley,27,1992,9,2,308.0,2.0,1.0,0.0,0.0,0.0,0.0,0.58,0.29,0.88,0.58,0.88,1.8,1.8,0.1,0.53,0.03,0.56,0.53,0.56,Matches,epl
457,Theo Walcott,eng ENG,"MF,FW",Everton,30,1989,19,13,962.0,1.0,2.0,0.0,0.0,1.0,0.0,0.09,0.19,0.28,0.09,0.28,2.3,2.3,1.7,0.21,0.16,0.37,0.21,0.37,Matches,epl
458,Kyle Walker,eng ENG,DF,Manchester City,29,1990,21,21,1809.0,1.0,2.0,0.0,0.0,4.0,0.0,0.05,0.1,0.15,0.05,0.15,0.8,0.8,1.5,0.04,0.07,0.11,0.04,0.11,Matches,epl
459,Kyle Walker-Peters,eng ENG,DF,Tottenham,22,1997,3,3,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,Matches,epl
460,Kyle Walker-Peters,eng ENG,DF,Southampton,22,1997,1,1,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
461,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,24,24,2151.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.08,0.08,0.0,0.08,0.4,0.4,2.3,0.02,0.1,0.11,0.02,0.11,Matches,epl
462,Victor Wanyama,ke KEN,MF,Tottenham,28,1991,2,0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
463,Joel Ward,eng ENG,DF,Crystal Palace,29,1989,19,17,1483.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,epl
464,James Ward-Prowse,eng ENG,"MF,DF",Southampton,24,1994,28,28,2520.0,4.0,3.0,1.0,2.0,7.0,0.0,0.14,0.11,0.25,0.11,0.21,4.5,2.8,3.9,0.16,0.14,0.3,0.1,0.24,Matches,epl
465,Adam Webster,eng ENG,DF,Brighton,24,1995,22,22,1926.0,3.0,1.0,0.0,0.0,3.0,0.0,0.14,0.05,0.19,0.14,0.19,1.1,1.1,1.2,0.05,0.05,0.11,0.05,0.11,Matches,epl
466,Danny Welbeck,eng ENG,"FW,MF",Watford,28,1990,8,3,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.1,0.22,0.02,0.24,0.22,0.24,Matches,epl
467,Ashley Westwood,eng ENG,MF,Burnley,29,1990,25,25,2250.0,2.0,5.0,0.0,0.0,8.0,0.0,0.08,0.2,0.28,0.08,0.28,1.1,1.1,4.0,0.04,0.16,0.2,0.04,0.20,Matches,epl
468,Connor Wickham,eng ENG,"FW,MF",Crystal Palace,26,1993,6,0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.4,1.4,0.6,1.41,0.56,1.97,1.41,1.97,Matches,epl
469,Georginio Wijnaldum,nl NED,MF,Liverpool,28,1990,27,27,2242.0,3.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1.8,1.8,1.0,0.07,0.04,0.11,0.07,0.11,Matches,epl
470,Jetro Willems,nl NED,DF,Newcastle Utd,25,1994,19,18,1498.0,2.0,2.0,0.0,0.0,0.0,0.0,0.12,0.12,0.24,0.12,0.24,0.6,0.6,1.3,0.03,0.08,0.11,0.03,0.11,Matches,epl
471,Brandon Williams,eng ENG,DF,Manchester Utd,18,2000,10,8,681.0,1.0,0.0,0.0,0.0,5.0,0.0,0.13,0.0,0.13,0.13,0.13,0.5,0.5,0.3,0.07,0.04,0.11,0.07,0.11,Matches,epl
472,Willian,br BRA,FW,Chelsea,30,1988,27,20,1858.0,4.0,4.0,1.0,1.0,3.0,0.0,0.19,0.19,0.39,0.15,0.34,3.6,2.8,4.0,0.17,0.19,0.37,0.14,0.33,Matches,epl
473,Joe Willock,eng ENG,MF,Arsenal,19,1999,19,6,574.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.5,0.13,0.08,0.2,0.13,0.20,Matches,epl
474,Jack Wilshere,eng ENG,MF,West Ham,27,1992,6,2,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,Matches,epl
475,Callum Wilson,eng ENG,FW,Bournemouth,27,1992,27,25,2260.0,7.0,0.0,0.0,0.0,8.0,0.0,0.28,0.0,0.28,0.28,0.28,8.1,8.1,2.2,0.32,0.09,0.41,0.32,0.41,Matches,epl
476,Harry Wilson,wal WAL,"MF,FW",Bournemouth,22,1997,23,19,1446.0,7.0,0.0,0.0,0.0,1.0,0.0,0.44,0.0,0.44,0.44,0.44,3.5,3.5,1.8,0.22,0.11,0.33,0.22,0.33,Matches,epl
477,Harry Winks,eng ENG,MF,Tottenham,23,1996,22,18,1504.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.9,0.02,0.06,0.07,0.02,0.07,Matches,epl
478,Chris Wood,nz NZL,FW,Burnley,27,1991,25,24,1979.0,10.0,1.0,0.0,0.0,1.0,0.0,0.45,0.05,0.5,0.45,0.5,8.9,8.9,0.8,0.41,0.04,0.44,0.41,0.44,Matches,epl
479,Granit Xhaka,ch SUI,MF,Arsenal,26,1992,21,21,1818.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,0.2,0.2,0.9,0.01,0.04,0.06,0.01,0.06,Matches,epl
480,Andriy Yarmolenko,ua UKR,MF,West Ham,29,1989,15,9,828.0,3.0,1.0,0.0,0.0,2.0,0.0,0.33,0.11,0.43,0.33,0.43,1.5,1.5,2.5,0.16,0.27,0.43,0.16,0.43,Matches,epl
481,DeAndre Yedlin,us USA,DF,Newcastle Utd,26,1993,12,8,772.0,1.0,0.0,0.0,0.0,3.0,0.0,0.12,0.0,0.12,0.12,0.12,0.7,0.7,0.2,0.08,0.03,0.11,0.08,0.11,Matches,epl
482,Maya Yoshida,jp JPN,DF,Southampton,30,1988,8,6,558.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.09,0.0,0.09,0.09,0.09,Matches,epl
483,Ashley Young,eng ENG,DF,Manchester Utd,34,1985,12,10,954.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.01,0.11,0.12,0.01,0.12,Matches,epl
484,Pablo Zabaleta,ar ARG,DF,West Ham,34,1985,10,6,589.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.01,0.06,0.06,0.01,0.06,Matches,epl
485,Wilfried Zaha,ci CIV,"MF,FW",Crystal Palace,26,1992,28,27,2455.0,3.0,3.0,0.0,0.0,3.0,0.0,0.11,0.11,0.22,0.11,0.22,3.7,3.7,2.4,0.14,0.09,0.22,0.14,0.22,Matches,epl
486,Christoph Zimmermann,de GER,DF,Norwich City,26,1993,15,15,1296.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,0.4,0.4,0.0,0.03,0.0,0.03,0.03,0.03,Matches,epl
487,Oleksandr Zinchenko,ua UKR,DF,Manchester City,22,1996,11,9,829.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.04,0.08,0.12,0.04,0.12,Matches,epl
488,Kurt Zouma,fr FRA,DF,Chelsea,24,1994,21,18,1713.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2,0.03,0.01,0.04,0.03,0.04,Matches,epl
1,Suleiman Abdullahi,ng NGA,"FW,MF",Union Berlin,22,1996,4,1,97.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.31,0.0,0.31,0.31,0.31,Matches,bundesliga
2,David Abraham,ar ARG,DF,Eint Frankfurt,33,1986,14,13,1166.0,1.0,0.0,0.0,0.0,2.0,1.0,0.08,0.0,0.08,0.08,0.08,1.1,1.1,0.1,0.08,0.0,0.09,0.08,0.09,Matches,bundesliga
3,Amir Abrashi,al ALB,MF,Freiburg,29,1990,9,7,530.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.07,0.01,0.08,0.07,0.08,Matches,bundesliga
4,Tyler Adams,us USA,"DF,MF",RB Leipzig,20,1999,5,5,402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.05,0.08,0.13,0.05,0.13,Matches,bundesliga
5,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,26,1993,15,6,744.0,5.0,1.0,0.0,0.0,1.0,0.0,0.6,0.12,0.73,0.6,0.73,4.2,4.2,0.6,0.51,0.08,0.59,0.51,0.59,Matches,bundesliga
6,Manuel Akanji,ch SUI,DF,Dortmund,24,1995,22,19,1767.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,0.03,0.02,0.05,0.03,0.05,Matches,bundesliga
7,Kevin Akpoguma,de GER,DF,Hoffenheim,24,1995,13,10,891.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.0,0.02,0.01,0.02,Matches,bundesliga
8,David Alaba,at AUT,DF,Bayern Munich,27,1992,19,18,1698.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.05,0.11,0.6,0.6,1.7,0.03,0.09,0.12,0.03,0.12,Matches,bundesliga
9,Lucas Alario,ar ARG,FW,Leverkusen,26,1992,17,8,818.0,6.0,1.0,1.0,1.0,3.0,0.0,0.66,0.11,0.77,0.55,0.66,5.3,4.5,2.2,0.58,0.24,0.82,0.5,0.74,Matches,bundesliga
10,Paco AlcÃ¡cer,es ESP,FW,Dortmund,25,1993,11,6,528.0,5.0,1.0,0.0,0.0,0.0,0.0,0.85,0.17,1.02,0.85,1.02,3.7,3.7,1.0,0.63,0.17,0.81,0.63,0.81,Matches,bundesliga
11,Thiago AlcÃ¡ntara,es ESP,MF,Bayern Munich,28,1991,21,18,1580.0,3.0,0.0,0.0,0.0,6.0,0.0,0.17,0.0,0.17,0.17,0.17,2.3,2.3,1.0,0.13,0.06,0.19,0.13,0.19,Matches,bundesliga
12,Nadiem Amiri,de GER,"MF,FW",Leverkusen,22,1996,21,15,1318.0,1.0,2.0,0.0,0.0,1.0,0.0,0.07,0.14,0.2,0.07,0.2,2.0,2.0,4.1,0.14,0.28,0.42,0.14,0.42,Matches,bundesliga
13,Ethan Ampadu,wal WAL,DF,RB Leipzig,18,2000,3,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.17,0.0,0.17,0.17,0.17,Matches,bundesliga
14,Opoku Ampomah,gh GHA,FW,DÃ¼sseldorf,23,1996,12,5,498.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.15,0.06,0.21,0.15,0.21,Matches,bundesliga
15,Sebastian Andersson,se SWE,FW,Union Berlin,28,1991,23,22,1916.0,9.0,1.0,1.0,2.0,4.0,0.0,0.42,0.05,0.47,0.38,0.42,10.3,8.8,0.9,0.49,0.04,0.53,0.41,0.46,Matches,bundesliga
16,Robert Andrich,de GER,MF,Union Berlin,24,1994,22,22,1966.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.09,0.09,0.0,0.09,1.4,1.4,1.6,0.06,0.08,0.14,0.06,0.14,Matches,bundesliga
17,AngeliÃ±o,es ESP,DF,RB Leipzig,22,1997,3,3,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,0.1,0.1,0.2,0.03,0.07,0.1,0.03,0.10,Matches,bundesliga
